,path,transcription,action,object,location,Content_Parsed_1,Content_Parsed_2,Content_Parsed_3,Content_Parsed_4
5342,wavs/speakers/WYmlNV2rDkSaALOE/a5ee15b0-4435-11e9-beaa-1f3e1eab7bff.wav,Turn up the temperature,increase,heat,none,turn up the temperature,turn up the temperature,turn up the temperature,turn up the temperature
5343,wavs/speakers/WYmlNV2rDkSaALOE/a84ab540-4433-11e9-beaa-1f3e1eab7bff.wav,Decrease volume,decrease,volume,none,decrease volume,decrease volume,decrease volume,decrease volume
5344,wavs/speakers/R3mXwwoaX9IoRVKe/74576140-454e-11e9-aa52-bf2189a03a60.wav,Switch language,change language,none,none,switch language,switch language,switch language,switch language
5345,wavs/speakers/Gym5dABePPHA8mZK9/7b30bcd0-45f0-11e9-aa19-e96346c3828f.wav,Turn the lamp off,deactivate,lamp,none,turn the lamp off,turn the lamp off,turn the lamp off,turn the lamp off
5346,wavs/speakers/R3mXwwoaX9IoRVKe/2013b220-4551-11e9-aa52-bf2189a03a60.wav,Increase the temperature in the kitchen,increase,heat,kitchen,increase the temperature in the kitchen,increase the temperature in the kitchen,increase the temperature in the kitchen,increase the temperature in the kitchen
5347,wavs/speakers/LR5vdbQgp3tlMBzB/625fc0a0-45cf-11e9-9992-dfba019cb646.wav,Increase the heating in the bedroom,increase,heat,bedroom,increase the heating in the bedroom,increase the heating in the bedroom,increase the heating in the bedroom,increase the heat in the bedroom
5348,wavs/speakers/EExgNZ9dvgTE3928/520e3810-4612-11e9-bc65-55b32b211b66.wav,Turn down the temperature,decrease,heat,none,turn down the temperature,turn down the temperature,turn down the temperature,turn down the temperature
5349,wavs/speakers/AvR9dePW88IynbaE/6dfe91d0-4524-11e9-a843-8db76f4b5e29.wav,Change system language,change language,none,none,change system language,change system language,change system language,change system language
5350,wavs/speakers/xwzgmmv5ZOiVaxXz/cd0aeb70-453c-11e9-b1e4-e5985dca719e.wav,Turn down the bedroom heat,decrease,heat,bedroom,turn down the bedroom heat,turn down the bedroom heat,turn down the bedroom heat,turn down the bedroom heat
5351,wavs/speakers/AvR9dePW88IynbaE/3e4a9a10-451f-11e9-a843-8db76f4b5e29.wav,Lights on,activate,lights,none,lights on,lights on,lights on,light on
5352,wavs/speakers/G3QxQd7qGRuXAZda/9dfa76b0-45e7-11e9-b578-494a5b19ab8b.wav,Bring me the newspaper,bring,newspaper,none,bring me the newspaper,bring me the newspaper,bring me the newspaper,bring me the newspaper
5353,wavs/speakers/mor8vDGkaOHzLLWBp/5dfcb710-453f-11e9-b1e4-e5985dca719e.wav,Open language settings,change language,none,none,open language settings,open language settings,open language settings,open language settings
5354,wavs/speakers/2ojo7YRL7Gck83Z3/bc497de0-45de-11e9-81ce-69b74fd7e64e.wav,Turn the kitchen lights on,activate,lights,kitchen,turn the kitchen lights on,turn the kitchen lights on,turn the kitchen lights on,turn the kitchen light on
5355,wavs/speakers/oRrwPDNPlAieQr8Q/7f2bfcd0-4520-11e9-a843-8db76f4b5e29.wav,That’s too loud,decrease,volume,none,that’s too loud,that’s too loud,that’s too loud,that’s too loud
5356,wavs/speakers/M4ybygBlWqImBn9oZ/479cc4a0-454f-11e9-aa52-bf2189a03a60.wav,That’s too loud,decrease,volume,none,that’s too loud,that’s too loud,that’s too loud,that’s too loud
5357,wavs/speakers/gvKeNY2D3Rs2jRdL/af01bbb0-4599-11e9-bf4b-216bfa333ac2.wav,Bedroom heat up,increase,heat,bedroom,bedroom heat up,bedroom heat up,bedroom heat up,bedroom heat up
5358,wavs/speakers/BvyakyrDmQfWEABb/e16bf730-4609-11e9-bc65-55b32b211b66.wav,Could you decrease the heating?,decrease,heat,none,could you decrease the heating?,could you decrease the heating,could you decrease the heating,could you decrease the heat
5359,wavs/speakers/zwKdl7Z2VRudGj2L/5ad1a7f0-4515-11e9-9035-7943ec3b842a.wav,Switch the lights off,deactivate,lights,none,switch the lights off,switch the lights off,switch the lights off,switch the light off
5360,wavs/speakers/zZezMeg5XvcbRdg3/d7a124c0-45da-11e9-81ce-69b74fd7e64e.wav,Turn sound up,increase,volume,none,turn sound up,turn sound up,turn sound up,turn sound up
5361,wavs/speakers/Z7BXPnplxGUjZdmBZ/d29466f0-44f8-11e9-a1ea-79ca03012c0e.wav,Bring me my shoes,bring,shoes,none,bring me my shoes,bring me my shoes,bring me my shoes,bring me my shoe
5362,wavs/speakers/BvyakyrDmQfWEABb/7125dce0-45fd-11e9-bc65-55b32b211b66.wav,Turn off the lamp,deactivate,lamp,none,turn off the lamp,turn off the lamp,turn off the lamp,turn off the lamp
5363,wavs/speakers/Rq9EA8dEeZcEwada2/35eadb60-45d7-11e9-81ce-69b74fd7e64e.wav,Turn the lamp on,activate,lamp,none,turn the lamp on,turn the lamp on,turn the lamp on,turn the lamp on
5364,wavs/speakers/7NEaXjeLX3sg3yDB/7c511e00-454d-11e9-aa52-bf2189a03a60.wav,Lights on in the bedroom,activate,lights,bedroom,lights on in the bedroom,lights on in the bedroom,lights on in the bedroom,light on in the bedroom
5365,wavs/speakers/5BEzPgPKe8taG9OB/0a2571a0-457f-11e9-9600-8f19ade2128c.wav,Turn down the heat in the kitchen,decrease,heat,kitchen,turn down the heat in the kitchen,turn down the heat in the kitchen,turn down the heat in the kitchen,turn down the heat in the kitchen
5366,wavs/speakers/DMApMRmGq5hjkyvX/fc0f2680-45d6-11e9-81ce-69b74fd7e64e.wav,Make the music louder,increase,volume,none,make the music louder,make the music louder,make the music louder,make the music louder
5367,wavs/speakers/oXjpaOq4wVUezb3x/359c74b0-4510-11e9-9539-7f047cfe24d1.wav,Switch languages,change language,none,none,switch languages,switch languages,switch languages,switch languages
5368,wavs/speakers/M4ybygBlWqImBn9oZ/ea724860-454c-11e9-aa52-bf2189a03a60.wav,Play,activate,music,none,play,play,play,play
5369,wavs/speakers/zZezMeg5XvcbRdg3/128b6ad0-45d8-11e9-81ce-69b74fd7e64e.wav,Turn down the washroom temperature,decrease,heat,washroom,turn down the washroom temperature,turn down the washroom temperature,turn down the washroom temperature,turn down the washroom temperature
5370,wavs/speakers/Rq9EA8dEeZcEwada2/bab1c3b0-45da-11e9-81ce-69b74fd7e64e.wav,Set my phone's language to Chinese,change language,Chinese,none,set my phone's language to chinese,set my phone's language to chinese,set my phone language to chinese,set my phone language to chinese
5371,wavs/speakers/Rq9EA8dEeZcEwada2/0063c8b0-45d9-11e9-81ce-69b74fd7e64e.wav,Turn volume down,decrease,volume,none,turn volume down,turn volume down,turn volume down,turn volume down
5372,wavs/speakers/oRrwPDNPlAieQr8Q/d93c2540-4518-11e9-9035-7943ec3b842a.wav,Switch the kitchen lights on,activate,lights,kitchen,switch the kitchen lights on,switch the kitchen lights on,switch the kitchen lights on,switch the kitchen light on
5373,wavs/speakers/2ojo7YRL7Gck83Z3/fec01c10-45de-11e9-81ce-69b74fd7e64e.wav,Kitchen lights off,deactivate,lights,kitchen,kitchen lights off,kitchen lights off,kitchen lights off,kitchen light off
5374,wavs/speakers/8e5qRjN7dGuovkRY/c363aeb0-459e-11e9-bf4b-216bfa333ac2.wav,Bring me some juice,bring,juice,none,bring me some juice,bring me some juice,bring me some juice,bring me some juice
5375,wavs/speakers/AY5e3mMgZkIyG3Ox/874a33c0-446a-11e9-beaa-1f3e1eab7bff.wav,Lamp off,deactivate,lamp,none,lamp off,lamp off,lamp off,lamp off
5376,wavs/speakers/R3mXwwoaX9IoRVKe/dcc168b0-454a-11e9-aa52-bf2189a03a60.wav,Increase the heating in the bathroom,increase,heat,washroom,increase the heating in the bathroom,increase the heating in the bathroom,increase the heating in the bathroom,increase the heat in the bathroom
5377,wavs/speakers/W4XOzzNEbrtZz4dW/030ae4d0-44d1-11e9-a8b6-e96f2628bf65.wav,Bring some juice,bring,juice,none,bring some juice,bring some juice,bring some juice,bring some juice
5378,wavs/speakers/mor8vDGkaOHzLLWBp/f47ccfa0-453e-11e9-b1e4-e5985dca719e.wav,Turn the temperature down in the washroom,decrease,heat,washroom,turn the temperature down in the washroom,turn the temperature down in the washroom,turn the temperature down in the washroom,turn the temperature down in the washroom
5379,wavs/speakers/kxgXN97ALmHbaezp/0651b890-4467-11e9-beaa-1f3e1eab7bff.wav,Lamp on,activate,lamp,none,lamp on,lamp on,lamp on,lamp on
5380,wavs/speakers/n5XllaB4gZFwZXkBz/ee152680-45ed-11e9-aa19-e96346c3828f.wav,Switch on the lights,activate,lights,none,switch on the lights,switch on the lights,switch on the lights,switch on the light
5381,wavs/speakers/ppzZqYxGkESMdA5Az/0ad4e3d0-4474-11e9-a9a5-5dbec3b8816a.wav,Lights on,activate,lights,none,lights on,lights on,lights on,light on
5382,wavs/speakers/qNY4Qwveojc8jlm4/61f0a270-44cf-11e9-a8b6-e96f2628bf65.wav,Pause the music,deactivate,music,none,pause the music,pause the music,pause the music,pause the music
5383,wavs/speakers/DMApMRmGq5hjkyvX/18e540f0-45dc-11e9-81ce-69b74fd7e64e.wav,Turn down the bathroom temperature,decrease,heat,washroom,turn down the bathroom temperature,turn down the bathroom temperature,turn down the bathroom temperature,turn down the bathroom temperature
5384,wavs/speakers/kxgXN97ALmHbaezp/2ca3bfc0-4467-11e9-beaa-1f3e1eab7bff.wav,Turn the bedroom lights on,activate,lights,bedroom,turn the bedroom lights on,turn the bedroom lights on,turn the bedroom lights on,turn the bedroom light on
5385,wavs/speakers/xRQE5VD7rRHVdyvM/ef3e87f0-45c4-11e9-8ec0-7bf21d1cfe30.wav,Lights off in the bedroom,deactivate,lights,bedroom,lights off in the bedroom,lights off in the bedroom,lights off in the bedroom,light off in the bedroom
5386,wavs/speakers/Xygv5loxdZtrywr9/78f16b50-4518-11e9-9035-7943ec3b842a.wav,Lights on in the kitchen,activate,lights,kitchen,lights on in the kitchen,lights on in the kitchen,lights on in the kitchen,light on in the kitchen
5387,wavs/speakers/G3QxQd7qGRuXAZda/d5552600-45e7-11e9-b578-494a5b19ab8b.wav,Use a different language,change language,none,none,use a different language,use a different language,use a different language,use a different language
5388,wavs/speakers/9EWlVBQo9rtqRYdy/735a31c0-45ec-11e9-aa19-e96346c3828f.wav,Switch on the washroom lights,activate,lights,washroom,switch on the washroom lights,switch on the washroom lights,switch on the washroom lights,switch on the washroom light
5389,wavs/speakers/xwzgmmv5ZOiVaxXz/faaea500-453a-11e9-b1e4-e5985dca719e.wav,Turn sound up,increase,volume,none,turn sound up,turn sound up,turn sound up,turn sound up
5390,wavs/speakers/W4XOzzNEbrtZz4dW/214a3af0-44d0-11e9-a8b6-e96f2628bf65.wav,Bedroom heat up,increase,heat,bedroom,bedroom heat up,bedroom heat up,bedroom heat up,bedroom heat up
5391,wavs/speakers/ywE435j4gVizvw3R/1675e620-4501-11e9-a1ea-79ca03012c0e.wav,Switch the lights on,activate,lights,none,switch the lights on,switch the lights on,switch the lights on,switch the light on
5392,wavs/speakers/5BEzPgPKe8taG9OB/50a01dd0-457d-11e9-9600-8f19ade2128c.wav,Get me my socks,bring,socks,none,get me my socks,get me my socks,get me my socks,get me my sock
5393,wavs/speakers/RjDBre8jzzhdr4YL/3face080-441f-11e9-beaa-1f3e1eab7bff.wav,Set my phone's language to Chinese,change language,Chinese,none,set my phone's language to chinese,set my phone's language to chinese,set my phone language to chinese,set my phone language to chinese
5394,wavs/speakers/KqDyvgWm4Wh8ZDM7/842b3020-44d0-11e9-a8b6-e96f2628bf65.wav,Pause the music,deactivate,music,none,pause the music,pause the music,pause the music,pause the music
5395,wavs/speakers/73bEEYMKLwtmVwV43/74b3b510-452d-11e9-b1e4-e5985dca719e.wav,Turn it down,decrease,volume,none,turn it down,turn it down,turn it down,turn it down
5396,wavs/speakers/qNY4Qwveojc8jlm4/d01c2d10-44ce-11e9-a8b6-e96f2628bf65.wav,Decrease the temperature in the washroom,decrease,heat,washroom,decrease the temperature in the washroom,decrease the temperature in the washroom,decrease the temperature in the washroom,decrease the temperature in the washroom
5397,wavs/speakers/gvKeNY2D3Rs2jRdL/52960620-4598-11e9-bf4b-216bfa333ac2.wav,Turn the volume up,increase,volume,none,turn the volume up,turn the volume up,turn the volume up,turn the volume up
5398,wavs/speakers/kxgXN97ALmHbaezp/4b9ea840-4467-11e9-beaa-1f3e1eab7bff.wav,Switch on the bathroom lights,activate,lights,washroom,switch on the bathroom lights,switch on the bathroom lights,switch on the bathroom lights,switch on the bathroom light
5399,wavs/speakers/2ojo7YRL7Gck83Z3/2b03be80-45df-11e9-81ce-69b74fd7e64e.wav,Louder please,increase,volume,none,louder please,louder please,louder please,louder please
5400,wavs/speakers/Xygv5loxdZtrywr9/6897c7e0-4518-11e9-9035-7943ec3b842a.wav,Turn on the kitchen lights,activate,lights,kitchen,turn on the kitchen lights,turn on the kitchen lights,turn on the kitchen lights,turn on the kitchen light
5401,wavs/speakers/DMApMRmGq5hjkyvX/b6382270-45da-11e9-81ce-69b74fd7e64e.wav,Switch on the lamp,activate,lamp,none,switch on the lamp,switch on the lamp,switch on the lamp,switch on the lamp
5402,wavs/speakers/2BqVo8kVB2Skwgyb/a9a5f550-447c-11e9-a9a5-5dbec3b8816a.wav,"It’s too loud, turn it down",decrease,volume,none,"it’s too loud, turn it down",it’s too loud turn it down,it’s too loud turn it down,it’s too loud turn it down
5403,wavs/speakers/52XVOeXMXYuaElyw/c21b2c80-45c7-11e9-8ec0-7bf21d1cfe30.wav,Bring me some juice,bring,juice,none,bring me some juice,bring me some juice,bring me some juice,bring me some juice
5404,wavs/speakers/Z7BXPnplxGUjZdmBZ/a00d5530-44f7-11e9-a1ea-79ca03012c0e.wav,Turn sound up,increase,volume,none,turn sound up,turn sound up,turn sound up,turn sound up
5405,wavs/speakers/5BEzPgPKe8taG9OB/37151d70-457d-11e9-9600-8f19ade2128c.wav,Bring me the newspaper,bring,newspaper,none,bring me the newspaper,bring me the newspaper,bring me the newspaper,bring me the newspaper
5406,wavs/speakers/AvR9dePW88IynbaE/90b04820-4521-11e9-a843-8db76f4b5e29.wav,Get me some juice,bring,juice,none,get me some juice,get me some juice,get me some juice,get me some juice
5407,wavs/speakers/8e5qRjN7dGuovkRY/fd4895e0-459f-11e9-bf4b-216bfa333ac2.wav,Washroom lights on,activate,lights,washroom,washroom lights on,washroom lights on,washroom lights on,washroom light on
5408,wavs/speakers/anvKyBjB5OiP5dYZ/3ffa0f70-457a-11e9-9600-8f19ade2128c.wav,Increase the heating in the kitchen,increase,heat,kitchen,increase the heating in the kitchen,increase the heating in the kitchen,increase the heating in the kitchen,increase the heat in the kitchen
5409,wavs/speakers/ZebMRl5Z7dhrPKRD/76f60320-455d-11e9-aa52-bf2189a03a60.wav,Switch the language,change language,none,none,switch the language,switch the language,switch the language,switch the language
5410,wavs/speakers/oXjpaOq4wVUezb3x/673f0f50-4510-11e9-9539-7f047cfe24d1.wav,I need to practice my English. Switch the language,change language,English,none,i need to practice my english. switch the language,i need to practice my english switch the language,i need to practice my english switch the language,i need to practice my english switch the language
5411,wavs/speakers/qNY4Qwveojc8jlm4/4c30f760-44ce-11e9-a8b6-e96f2628bf65.wav,Heat up,increase,heat,none,heat up,heat up,heat up,heat up
5412,wavs/speakers/kxgXN97ALmHbaezp/22539740-4465-11e9-beaa-1f3e1eab7bff.wav,More heat,increase,heat,none,more heat,more heat,more heat,more heat
5413,wavs/speakers/DMApMRmGq5hjkyvX/a84625a0-45d9-11e9-81ce-69b74fd7e64e.wav,Turn down the bathroom temperature,decrease,heat,washroom,turn down the bathroom temperature,turn down the bathroom temperature,turn down the bathroom temperature,turn down the bathroom temperature
5414,wavs/speakers/anvKyBjB5OiP5dYZ/7858c8a0-4577-11e9-9600-8f19ade2128c.wav,Kitchen heat down,decrease,heat,kitchen,kitchen heat down,kitchen heat down,kitchen heat down,kitchen heat down
5415,wavs/speakers/BvyakyrDmQfWEABb/37775c10-4609-11e9-bc65-55b32b211b66.wav,Decrease volume,decrease,volume,none,decrease volume,decrease volume,decrease volume,decrease volume
5416,wavs/speakers/Rq9EA8dEeZcEwada2/b4e94630-45d8-11e9-81ce-69b74fd7e64e.wav,Lights off in the bedroom,deactivate,lights,bedroom,lights off in the bedroom,lights off in the bedroom,lights off in the bedroom,light off in the bedroom
5417,wavs/speakers/zwKdl7Z2VRudGj2L/cb137d80-4516-11e9-9035-7943ec3b842a.wav,Play music,activate,music,none,play music,play music,play music,play music
5418,wavs/speakers/W4XOzzNEbrtZz4dW/347e6e40-44d3-11e9-a8b6-e96f2628bf65.wav,Turn the temperature up in the washroom,increase,heat,washroom,turn the temperature up in the washroom,turn the temperature up in the washroom,turn the temperature up in the washroom,turn the temperature up in the washroom
5419,wavs/speakers/d2waAp3pEjiWgrDEY/2b8c68d0-4516-11e9-9035-7943ec3b842a.wav,Set language to German,change language,German,none,set language to german,set language to german,set language to german,set language to german
5420,wavs/speakers/ObdQbr9wyDfbmW4E/646b51c0-4453-11e9-beaa-1f3e1eab7bff.wav,Turn on the kitchen lights,activate,lights,kitchen,turn on the kitchen lights,turn on the kitchen lights,turn on the kitchen lights,turn on the kitchen light
5421,wavs/speakers/BvyakyrDmQfWEABb/3b082b50-4606-11e9-bc65-55b32b211b66.wav,Decrease the temperature in the bathroom,decrease,heat,washroom,decrease the temperature in the bathroom,decrease the temperature in the bathroom,decrease the temperature in the bathroom,decrease the temperature in the bathroom
5422,wavs/speakers/ro5AaKwypZIqNEp2/96dcdbb0-4480-11e9-a9a5-5dbec3b8816a.wav,Turn the kitchen temperature up,increase,heat,kitchen,turn the kitchen temperature up,turn the kitchen temperature up,turn the kitchen temperature up,turn the kitchen temperature up
5423,wavs/speakers/kxgXN97ALmHbaezp/dbde7e70-4468-11e9-beaa-1f3e1eab7bff.wav,Go get me my socks,bring,socks,none,go get me my socks,go get me my socks,go get me my socks,go get me my sock
5424,wavs/speakers/d2waAp3pEjiWgrDEY/f4c20f70-4511-11e9-9539-7f047cfe24d1.wav,Bedroom lights off,deactivate,lights,bedroom,bedroom lights off,bedroom lights off,bedroom lights off,bedroom light off
5425,wavs/speakers/kNnmb7MdArswxLYw/ea710b70-45f2-11e9-aa19-e96346c3828f.wav,Turn off the washroom lights,deactivate,lights,washroom,turn off the washroom lights,turn off the washroom lights,turn off the washroom lights,turn off the washroom light
5426,wavs/speakers/Ze7YenyZvxiB4MYZ/0b9c49d0-45e5-11e9-b578-494a5b19ab8b.wav,Kitchen lights on,activate,lights,kitchen,kitchen lights on,kitchen lights on,kitchen lights on,kitchen light on
5427,wavs/speakers/rwqzgZjbPaf5dmbL/329df270-44a7-11e9-a9a5-5dbec3b8816a.wav,Bring socks,bring,socks,none,bring socks,bring socks,bring socks,bring sock
5428,wavs/speakers/ObdQbr9wyDfbmW4E/3b587ce0-4453-11e9-beaa-1f3e1eab7bff.wav,Turn up the heat,increase,heat,none,turn up the heat,turn up the heat,turn up the heat,turn up the heat
5429,wavs/speakers/2BqVo8kVB2Skwgyb/43275c70-447b-11e9-a9a5-5dbec3b8816a.wav,Turn the lights on,activate,lights,none,turn the lights on,turn the lights on,turn the lights on,turn the light on
5430,wavs/speakers/WYmlNV2rDkSaALOE/16603f80-4436-11e9-beaa-1f3e1eab7bff.wav,Lights off in the bedroom,deactivate,lights,bedroom,lights off in the bedroom,lights off in the bedroom,lights off in the bedroom,light off in the bedroom
5431,wavs/speakers/AY5e3mMgZkIyG3Ox/79a0bc30-446a-11e9-beaa-1f3e1eab7bff.wav,Turn on the lamp,activate,lamp,none,turn on the lamp,turn on the lamp,turn on the lamp,turn on the lamp
5432,wavs/speakers/R3mexpM2YAtdPbL7/0df7c5e0-44fc-11e9-a1ea-79ca03012c0e.wav,Switch the lights off in the kitchen,deactivate,lights,kitchen,switch the lights off in the kitchen,switch the lights off in the kitchen,switch the lights off in the kitchen,switch the light off in the kitchen
5433,wavs/speakers/oXjpaOq4wVUezb3x/0d496d60-4510-11e9-9539-7f047cfe24d1.wav,Get me my socks,bring,socks,none,get me my socks,get me my socks,get me my socks,get me my sock
5434,wavs/speakers/zaEBPeMY4NUbDnZy/75ff3ac0-44d3-11e9-a8b6-e96f2628bf65.wav,Turn sound up,increase,volume,none,turn sound up,turn sound up,turn sound up,turn sound up
5435,wavs/speakers/9EWlVBQo9rtqRYdy/fca6d0a0-45ec-11e9-aa19-e96346c3828f.wav,Decrease audio volume,decrease,volume,none,decrease audio volume,decrease audio volume,decrease audio volume,decrease audio volume
5436,wavs/speakers/wa3mwLV3ldIqnGnV/def50010-44d2-11e9-a8b6-e96f2628bf65.wav,Put on the music,activate,music,none,put on the music,put on the music,put on the music,put on the music
5437,wavs/speakers/52XVOeXMXYuaElyw/54819390-45c6-11e9-8ec0-7bf21d1cfe30.wav,Turn the bedroom lights off,deactivate,lights,bedroom,turn the bedroom lights off,turn the bedroom lights off,turn the bedroom lights off,turn the bedroom light off
5438,wavs/speakers/n5XllaB4gZFwZXkBz/7b3226f0-45f1-11e9-aa19-e96346c3828f.wav,Switch the language,change language,none,none,switch the language,switch the language,switch the language,switch the language
5439,wavs/speakers/xEYa2wgAQof3wyEO/a592ecc0-453a-11e9-b1e4-e5985dca719e.wav,Fetch my socks,bring,socks,none,fetch my socks,fetch my socks,fetch my socks,fetch my sock
5440,wavs/speakers/ppzZqYxGkESMdA5Az/766b0110-4474-11e9-a9a5-5dbec3b8816a.wav,Turn on the kitchen lights,activate,lights,kitchen,turn on the kitchen lights,turn on the kitchen lights,turn on the kitchen lights,turn on the kitchen light
5441,wavs/speakers/NWAAAQQZDXC5b9Mk/5afe8460-4451-11e9-beaa-1f3e1eab7bff.wav,I need to practice my German. Switch the language,change language,German,none,i need to practice my german. switch the language,i need to practice my german switch the language,i need to practice my german switch the language,i need to practice my german switch the language
5442,wavs/speakers/zaEBPeMY4NUbDnZy/7a9fb630-44d9-11e9-a8b6-e96f2628bf65.wav,Switch on the lights in the kitchen,activate,lights,kitchen,switch on the lights in the kitchen,switch on the lights in the kitchen,switch on the lights in the kitchen,switch on the light in the kitchen
5443,wavs/speakers/d2waAp3pEjiWgrDEY/22614d70-4516-11e9-9035-7943ec3b842a.wav,Set the language,change language,none,none,set the language,set the language,set the language,set the language
5444,wavs/speakers/xRQE5VD7rRHVdyvM/a8e3dc50-45c5-11e9-8ec0-7bf21d1cfe30.wav,Volume lower,decrease,volume,none,volume lower,volume lower,volume lower,volume lower
5445,wavs/speakers/R3mXwwoaX9IoRVKe/491992e0-454a-11e9-aa52-bf2189a03a60.wav,Increase the heating in the kitchen,increase,heat,kitchen,increase the heating in the kitchen,increase the heating in the kitchen,increase the heating in the kitchen,increase the heat in the kitchen
5446,wavs/speakers/xEYa2wgAQof3wyEO/660d4640-4535-11e9-b1e4-e5985dca719e.wav,OK now switch the main language to Chinese,change language,Chinese,none,ok now switch the main language to chinese,ok now switch the main language to chinese,ok now switch the main language to chinese,ok now switch the main language to chinese
5447,wavs/speakers/R3mexpM2YAtdPbL7/928188b0-4500-11e9-a1ea-79ca03012c0e.wav,Bring the newspaper,bring,newspaper,none,bring the newspaper,bring the newspaper,bring the newspaper,bring the newspaper
5448,wavs/speakers/RjDBre8jzzhdr4YL/b765d980-4418-11e9-85a0-dd11eb2f13b6.wav,Switch on the lights in the kitchen,activate,lights,kitchen,switch on the lights in the kitchen,switch on the lights in the kitchen,switch on the lights in the kitchen,switch on the light in the kitchen
5449,wavs/speakers/EExgNZ9dvgTE3928/dfd53b80-4612-11e9-bc65-55b32b211b66.wav,Switch the lights off in the kitchen,deactivate,lights,kitchen,switch the lights off in the kitchen,switch the lights off in the kitchen,switch the lights off in the kitchen,switch the light off in the kitchen
5450,wavs/speakers/KLa5k73rZvSlv82X/3cc34f00-45e9-11e9-b578-494a5b19ab8b.wav,Lights on in the bathroom,activate,lights,washroom,lights on in the bathroom,lights on in the bathroom,lights on in the bathroom,light on in the bathroom
5451,wavs/speakers/AvR9dePW88IynbaE/657b5690-4521-11e9-a843-8db76f4b5e29.wav,Turn the heat down in the bathroom,decrease,heat,washroom,turn the heat down in the bathroom,turn the heat down in the bathroom,turn the heat down in the bathroom,turn the heat down in the bathroom
5452,wavs/speakers/52XVOeXMXYuaElyw/8ef9fda0-45c6-11e9-8ec0-7bf21d1cfe30.wav,Too quiet,increase,volume,none,too quiet,too quiet,too quiet,too quiet
5453,wavs/speakers/g2dnA9Wpvzi2WAmZ/7f0c7c30-4547-11e9-aa52-bf2189a03a60.wav,Switch off the lights in the kitchen,deactivate,lights,kitchen,switch off the lights in the kitchen,switch off the lights in the kitchen,switch off the lights in the kitchen,switch off the light in the kitchen
5454,wavs/speakers/NWAAAQQZDXC5b9Mk/838462e0-444e-11e9-beaa-1f3e1eab7bff.wav,Turn the lamp on,activate,lamp,none,turn the lamp on,turn the lamp on,turn the lamp on,turn the lamp on
5455,wavs/speakers/73bEEYMKLwtmVwV43/5f506ff0-452e-11e9-b1e4-e5985dca719e.wav,Turn the temperature down in the bathroom,decrease,heat,washroom,turn the temperature down in the bathroom,turn the temperature down in the bathroom,turn the temperature down in the bathroom,turn the temperature down in the bathroom
5456,wavs/speakers/mor8vDGkaOHzLLWBp/908efe50-453e-11e9-b1e4-e5985dca719e.wav,Turn up the temperature in the bedroom,increase,heat,bedroom,turn up the temperature in the bedroom,turn up the temperature in the bedroom,turn up the temperature in the bedroom,turn up the temperature in the bedroom
5457,wavs/speakers/ObdQbr9wyDfbmW4E/2a52f920-443f-11e9-beaa-1f3e1eab7bff.wav,Pause the music,deactivate,music,none,pause the music,pause the music,pause the music,pause the music
5458,wavs/speakers/anvKyBjB5OiP5dYZ/01a37da0-4576-11e9-9600-8f19ade2128c.wav,Turn the lamp on,activate,lamp,none,turn the lamp on,turn the lamp on,turn the lamp on,turn the lamp on
5459,wavs/speakers/RjDBre8jzzhdr4YL/85d71930-4411-11e9-85a0-dd11eb2f13b6.wav,Play,activate,music,none,play,play,play,play
5460,wavs/speakers/xwpvGaaWl5c3G5N3/84755570-45b5-11e9-8ec0-7bf21d1cfe30.wav,Turn the kitchen temperature up,increase,heat,kitchen,turn the kitchen temperature up,turn the kitchen temperature up,turn the kitchen temperature up,turn the kitchen temperature up
5461,wavs/speakers/zaEBPeMY4NUbDnZy/da5db920-44dc-11e9-a8b6-e96f2628bf65.wav,Turn the temperature in the bedroom up,increase,heat,bedroom,turn the temperature in the bedroom up,turn the temperature in the bedroom up,turn the temperature in the bedroom up,turn the temperature in the bedroom up
5462,wavs/speakers/gNYvkbx3gof2Y3V9/0d963930-44e1-11e9-bb82-bdba769643e7.wav,Increase the heating in the washroom,increase,heat,washroom,increase the heating in the washroom,increase the heating in the washroom,increase the heating in the washroom,increase the heat in the washroom
5463,wavs/speakers/n5XllaB4gZFwZXkBz/6aa744e0-45f2-11e9-aa19-e96346c3828f.wav,Turn off the lamp,deactivate,lamp,none,turn off the lamp,turn off the lamp,turn off the lamp,turn off the lamp
5464,wavs/speakers/KLa5k73rZvSlv82X/c4ffb660-45e9-11e9-b578-494a5b19ab8b.wav,That’s too loud,decrease,volume,none,that’s too loud,that’s too loud,that’s too loud,that’s too loud
5465,wavs/speakers/gvKeNY2D3Rs2jRdL/671f4980-4598-11e9-bf4b-216bfa333ac2.wav,Turn the heat up,increase,heat,none,turn the heat up,turn the heat up,turn the heat up,turn the heat up
5466,wavs/speakers/gNYvkbx3gof2Y3V9/fc563f50-44de-11e9-a8b6-e96f2628bf65.wav,Switch on the lights in the bedroom,activate,lights,bedroom,switch on the lights in the bedroom,switch on the lights in the bedroom,switch on the lights in the bedroom,switch on the light in the bedroom
5467,wavs/speakers/xwpvGaaWl5c3G5N3/2d1e5660-45b9-11e9-8ec0-7bf21d1cfe30.wav,Quieter,decrease,volume,none,quieter,quieter,quieter,quieter
